Kylian Mbappé, ST/LW, Paris SG, France, Value: 950, https://fifastatic.fifaindex.com/FIFA23/players/231747.png, 00001
David Rodríguez, RB/CB, CD Tenerife, Spain, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/259600.png, 13164
Deian Verón, CM, Estudiantes, Argentina, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/259598.png, 13165
Sergio Santos, RWB, CD Mirandés, Spain, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/259529.png, 13166
Fedde de Jong, CAM/RW/CM, AZ, Netherlands, Value: 68, https://fifastatic.fifaindex.com/FIFA23/players/259461.png, 13167
Joshua Laws, CB/CDM, Well. Phoenix, Australia, Value: 46, https://fifastatic.fifaindex.com/FIFA23/players/259459.png, 13168
Unai Dufur Espesolin, CB/RB, CA Osasuna, Spain, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/259363.png, 13169
Cañizares, GK, Real Madrid, Spain, Value: 72, https://fifastatic.fifaindex.com/FIFA23/players/259317.png, 13170
Théo Leoni, CM/CAM/CDM, RSC Anderlecht, Belgium, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/259316.png, 13171
Pere Joan, GK, RCD Mallorca, Spain, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/259314.png, 13172
Collins Makgaka, CAM/RW/LW, Orlando Pirates, South Africa, Value: 46, https://fifastatic.fifaindex.com/FIFA23/players/259014.png, 13173
Elies Mahmoud, LM/LW, Havre AC, France, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/258977.png, 13174
Harrison Ashby, RB/RWB, Newcastle Utd, Scotland, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/258805.png, 13175
Iago Domínguez, GK, CD Mirandés, Spain, Value: 66, https://fifastatic.fifaindex.com/FIFA23/players/258727.png, 13176
Celton Biai, GK, Vitória SC, Portugal, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/258712.png, 13177
Botond Balogh, CB, Parma, Hungary, Value: 66, https://fifastatic.fifaindex.com/FIFA23/players/258708.png, 13178
Jack Currie, LB/LWB, AFC Wimbledon, England, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/258702.png, 13179
Simon Elisor, ST, Stade Lavallois, France, Value: 52, https://fifastatic.fifaindex.com/FIFA23/players/258526.png, 13180
Emre Bilgin, GK, Beşiktaş, Turkey, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/258511.png, 13181
Kévin Boma, CB, Rodez AF, Togo, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/258457.png, 13182
Ibra Pérez, CM/CDM, CD Tenerife, Spain, Value: 72, https://fifastatic.fifaindex.com/FIFA23/players/258454.png, 13183
Mihai Eșanu, GK, AFC Chindia, Romania, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/258420.png, 13184
Ahmet Gülay, LWB/LB, Alanyaspor, Turkey, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/258352.png, 13185
Gideon Mensah, RWB/RB, Varbergs BoIS, Ghana, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/258243.png, 13186
Yannik Möker, CDM/CM, FSV Zwickau, Germany, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/258184.png, 13187
Victor Méndez, GK, CD Tenerife, Spain, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/257998.png, 13188
Živko Kostadinović, GK, FC Zürich, Switzerland, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/257958.png, 13189
Mika Schroers, LM, M'gladbach, Germany, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/257916.png, 13190
Warren Burrell, CB, Harrogate Town, England, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/257873.png, 13191
Alex Newby, RM/CAM, Colchester, England, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/257839.png, 13192
Florin Ilie, CB, FC Univ. Cluj, Romania, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/257819.png, 13193
Alexandru Oroian, LW/RW, FC Hermannstadt, Romania, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/257809.png, 13194
Valentin Buhăcianu, LW/ST, FC Hermannstadt, Romania, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/257799.png, 13195
Christian Dalle Mura, CB, SPAL, Italy, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/257786.png, 13196
Liam Gordon, LWB/LB, Walsall, Guyana, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/257776.png, 13197
Flavius Croitoru, GK, CS Mioveni, Romania, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/257740.png, 13198
Andrei Panait, CDM/CM, CS Mioveni, Romania, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/257731.png, 13199
Daniel Șerbănică, LB/LWB, CS Mioveni, Romania, Value: 46, https://fifastatic.fifaindex.com/FIFA23/players/257722.png, 13200
Ivo Mammini, ST/LW, Gimnasia, Argentina, Value: 68, https://fifastatic.fifaindex.com/FIFA23/players/257676.png, 13201
Armin Gremsl, GK, Arminia Bielefeld, Austria, Value: 42, https://fifastatic.fifaindex.com/FIFA23/players/257618.png, 13202
Jannes Wieckhoff, RB/RM, FC St. Pauli, Germany, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/257570.png, 13203
Isaak Davies, ST, Cardiff City, Wales, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/257438.png, 13204
Joris Moutachy, RB/RWB, Niort, France, Value: 48, https://fifastatic.fifaindex.com/FIFA23/players/257412.png, 13205
Manu Garrido, ST, RC Celta, Spain, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/257333.png, 13206
Lars Markmanrud, RB/CDM, Sandefjord, Norway, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/257309.png, 13207
Zeno Ibsen Rossi, CB/RB, Cambridge Utd, England, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/257291.png, 13208
Henry Rorig, RB, VfL Osnabrück, Germany, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/257286.png, 13209
Barne Pernot, CB, SC Verl, Germany, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/257255.png, 13210
Luis Sequeira, CAM/CF/RW, Talleres, Argentina, Value: 68, https://fifastatic.fifaindex.com/FIFA23/players/257152.png, 13211
Mabrouk Rouai, CM, Estoril Praia, France, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/257096.png, 13212
Daniel Pike, RWB/RB, Blackburn Rovers, England, Value: 68, https://fifastatic.fifaindex.com/FIFA23/players/256964.png, 13213
Xavier Dziekoński, GK, Raków, Poland, Value: 66, https://fifastatic.fifaindex.com/FIFA23/players/256953.png, 13214
Josh Atencio, CDM/CM, Sounders FC, United States, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/256934.png, 13215
Aral Şimşir, LW/ST, FC Midtjylland, Turkey, Value: 68, https://fifastatic.fifaindex.com/FIFA23/players/256933.png, 13216
Casper Widell, CB, Helsingborgs IF, Sweden, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/256892.png, 13217
Jalen Hawkins, LM/CM/RM, FC Ingolstadt 04, United States, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/256877.png, 13218
Jamie Roche, CDM/CB, IK Sirius, Sweden, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/256874.png, 13219
Logan Chalmers, RM/LM, Tranmere Rovers, Scotland, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/256700.png, 13220
Sebastian Osigwe, GK, FC Lugano, Nigeria, Value: 44, https://fifastatic.fifaindex.com/FIFA23/players/256699.png, 13221
José Mulato, LM, FC Dallas, Colombia, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/256605.png, 13222
Ben Chrisene, LB/LWB, Kilmarnock, England, Value: 68, https://fifastatic.fifaindex.com/FIFA23/players/256556.png, 13223
Jeriel Dorsett, CB, Kilmarnock, England, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/256555.png, 13224
Jasper Moon, CB, Burton Albion, England, Value: 52, https://fifastatic.fifaindex.com/FIFA23/players/256473.png, 13225
Cameron Harper, RM/LM, Red Bulls, United States, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/256426.png, 13226
Parfait Bizoza, CDM/CM, Lyngby BK, Burundi, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/256398.png, 13227
Nathan Shepperd, GK, Dundalk, Wales, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/256359.png, 13228
Patrick Hasenhüttl, ST, VfB Oldenburg, Austria, Value: 50, https://fifastatic.fifaindex.com/FIFA23/players/256283.png, 13229
Johandry Hidalgo, RM/RW/LM, Est. de Mérida, Venezuela, Value: 50, https://fifastatic.fifaindex.com/FIFA23/players/256177.png, 13230
Emanuele Zuelli, CDM/CM, Pisa, Italy, Value: 66, https://fifastatic.fifaindex.com/FIFA23/players/256119.png, 13231
Carlos Montoya, CB, Alianza Lima, Peru, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/256085.png, 13232
Herman Haugen, RB, Viking FK, Norway, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/256040.png, 13233
Andri Fannar Baldursson, CDM/CM, N.E.C. Nijmegen, Iceland, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/256036.png, 13234
Jorge Cabezudo, GK, FBC Melgar, Peru, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/255989.png, 13235
Nico Gorzel, CM/CDM, FC Erzgebirge Aue, Germany, Value: 48, https://fifastatic.fifaindex.com/FIFA23/players/255947.png, 13236
Corral, LB, Korona Kielce, Spain, Value: 50, https://fifastatic.fifaindex.com/FIFA23/players/255852.png, 13237
Simon Stehle, RM, Viktoria Köln, Germany, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/255789.png, 13238
Lucas Paes, GK, Casa Pia AC, Brazil, Value: 52, https://fifastatic.fifaindex.com/FIFA23/players/255780.png, 13239
Emin Bayram, CB, Galatasaray, Turkey, Value: 68, https://fifastatic.fifaindex.com/FIFA23/players/255558.png, 13240
Alexander Johansson, ST/LW/LWB, Mjällby AIF, Sweden, Value: 42, https://fifastatic.fifaindex.com/FIFA23/players/255483.png, 13241
Cristhian Riveros, GK, Club Nacional, Paraguay, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/255452.png, 13242
Ryan Johansson, RB/RM, Sevilla FC, Republic of Ireland, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/255337.png, 13243
Sebastian Berhalter, CDM/CM, Whitecaps FC, United States, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/255205.png, 13244
Brian Anunga, CDM/CM, Nashville SC, Cameroon, Value: 50, https://fifastatic.fifaindex.com/FIFA23/players/255177.png, 13245
Sebastian Müller, ST/CAM/LM, Hallescher FC, Germany, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/255072.png, 13246
Sofyan Chader, RM/LM, FC Luzern, France, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/254965.png, 13247
Kang Hyun Muk, CM/LW, Gimcheon Sangmu, Korea Republic, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/254934.png, 13248
Juan Argüello, RM/RB, Club Nacional, Paraguay, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/254768.png, 13249
Marino Arzamendia, GK, Olimpia, Paraguay, Value: 50, https://fifastatic.fifaindex.com/FIFA23/players/254760.png, 13250
Richard Cabrera, CB/RB, Club Nacional, Paraguay, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/254753.png, 13251
Jonathan Benítez, RM, Club Nacional, Paraguay, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/254720.png, 13252
Esquerdo, CM, Valencia CF, Spain, Value: 52, https://fifastatic.fifaindex.com/FIFA23/players/254263.png, 13253
Damian Rivera, LM, New England, United States, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/254246.png, 13254
Sabit Abdulai, CM/CDM, SD Ponferradina, Ghana, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/254230.png, 13255
Gustavo Vallecilla, CB, Colorado Rapids, Ecuador, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/254172.png, 13256
Kerr McInroy, CDM/CM/LWB, Kilmarnock, Scotland, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/254158.png, 13257
Elijah Just, ST/RW, AC Horsens, New Zealand, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/254136.png, 13258
Juan Miritello, ST, Defensa, Argentina, Value: 52, https://fifastatic.fifaindex.com/FIFA23/players/254125.png, 13259
Chem Campbell, LW/CF, Wycombe, Wales, Value: 72, https://fifastatic.fifaindex.com/FIFA23/players/254113.png, 13260
Casper Winther, CM, Lyngby BK, Denmark, Value: 74, https://fifastatic.fifaindex.com/FIFA23/players/254083.png, 13261
Ricardo Alves, CAM/LM, FC St. Gallen, Switzerland, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/253736.png, 13262
Armstrong Okoflex, LM/ST, West Ham, Republic of Ireland, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/253729.png, 13263
Apuia, CDM/CM, Mumbai City FC, India, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/253712.png, 13264
Jake Cain, CM/CDM, Swindon Town, England, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/253482.png, 13265
Nathangelo Markelo, RB, Excelsior, Curacao, Value: 52, https://fifastatic.fifaindex.com/FIFA23/players/253372.png, 13266
Ben Lhassine Kone, CM, Frosinone, Ivory Coast, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/253120.png, 13267
Zak Rudden, ST, St. Johnstone, Scotland, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/253021.png, 13268
Aimar Sher, CM/CDM, FC Groningen, Sweden, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/253010.png, 13269
Ludwig Francillette, CB, Crawley Town, France, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/252933.png, 13270
Rio Adebisi, LB/RB, Crewe Alexandra, England, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/252547.png, 13271
Aleksander Pawlak, RB/RM, Wisła Płock, Poland, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/252532.png, 13272
Kacper Smoliński, CM, Pogoń Szczecin, Poland, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/252506.png, 13273
Adam Ratajczyk, LM/CF, Stal Mielec, Poland, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/252459.png, 13274
Mohammed Al Dawsari, RB/RM, Al Raed, Saudi Arabia, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/252421.png, 13275
Will Bapaga, LW/RW/CAM, Coventry City, England, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/252378.png, 13276
Antonio Candela, RWB/RB, Venezia, Italy, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/252315.png, 13277
Amadou Keita, CAM/ST, KAS Eupen, Guinea, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/252273.png, 13278
Aleksander Paluszek, CB, Górnik Zabrze, Poland, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/252223.png, 13279
Stan Van Dessel, CM/LM/CDM, STVV, Belgium, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/252165.png, 13280
Alexandru Voda, RB/RM, FCU 1948, Romania, Value: 44, https://fifastatic.fifaindex.com/FIFA23/players/252155.png, 13281
Santiago Ramos Mingo, CB, Defensa, Argentina, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/252072.png, 13282
Jacky Donkor, LM, Excelsior, Belgium, Value: 52, https://fifastatic.fifaindex.com/FIFA23/players/251959.png, 13283
Petar Petkovski, LW/RW, FC Botoșani, North Macedonia, Value: 42, https://fifastatic.fifaindex.com/FIFA23/players/251936.png, 13284
Rareș Ispas, LB, Sepsi OSK, Romania, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/251875.png, 13285
Robert Moldoveanu, ST/LW, FC Petrolul, Romania, Value: 48, https://fifastatic.fifaindex.com/FIFA23/players/251848.png, 13286
Nicolas Andermatt, CDM/CM/CAM, SpVgg Bayreuth, Switzerland, Value: 46, https://fifastatic.fifaindex.com/FIFA23/players/251824.png, 13287
Jakob Odehnal, GK, SCR Altach, Austria, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/251753.png, 13288
Khaled Al Khathlan, LB/LM, Al Raed, Saudi Arabia, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/251672.png, 13289
Abdulrahman Al Safri, CDM/CM, Al Fayha, Saudi Arabia, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/251660.png, 13290
Dominik Steczyk, ST/RM/LM, Hallescher FC, Poland, Value: 52, https://fifastatic.fifaindex.com/FIFA23/players/251597.png, 13291
Jean Hugonet, CB, SC Austria, France, Value: 52, https://fifastatic.fifaindex.com/FIFA23/players/251519.png, 13292
Jayden Richardson, RWB/RB, Aberdeen, England, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/251427.png, 13293
Leroy Kwadwo, LB, MSV Duisburg, Germany, Value: 46, https://fifastatic.fifaindex.com/FIFA23/players/251400.png, 13294
Stuart McKinstry, LW/RW/CAM, Motherwell, Scotland, Value: 72, https://fifastatic.fifaindex.com/FIFA23/players/251314.png, 13295
Andrei Dumiter, ST/LW, FC Voluntari, Romania, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/251235.png, 13296
Darragh Burns, RW, MK Dons, Republic of Ireland, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/251219.png, 13297
Tom Grivosti, CB, St. Pats, England, Value: 50, https://fifastatic.fifaindex.com/FIFA23/players/251178.png, 13298
Jackson Longridge, LB, Livingston, Scotland, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/251093.png, 13299
Kamil Kościelny, CB/RWB, Warta Poznań, Poland, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/251088.png, 13300
Andreas Mihaiu, RM/LM, AFC Chindia, Romania, Value: 50, https://fifastatic.fifaindex.com/FIFA23/players/251048.png, 13301
Zhen Ma, GK, Shanghai Shenhua, China PR, Value: 46, https://fifastatic.fifaindex.com/FIFA23/players/250978.png, 13302
Marcel Zylla, CAM/LM/RM, Śląsk Wrocław, Poland, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/250949.png, 13303
Frederik Alves, CB, Brøndby IF, Denmark, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/250851.png, 13304
Ayrton Mboko, RB, FC Botoșani, Belgium, Value: 48, https://fifastatic.fifaindex.com/FIFA23/players/250833.png, 13305
Daniel Phillips, CDM/CM, St. Johnstone, Trinidad & Tobago, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/250823.png, 13306
Ruel Sotiriou, LM/ST, Leyton Orient, Cyprus, Value: 52, https://fifastatic.fifaindex.com/FIFA23/players/250812.png, 13307
Marvin Tshibuabua, CB, RFC Seraing, France, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/250800.png, 13308
Louie Watson, LM/CDM/CAM, Luton Town, Republic of Ireland, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/250791.png, 13309
Ben Jackson, LWB/LB/CM, Huddersfield, England, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/250786.png, 13310
Alexis Antunes, CM/LW/LM, Servette FC, Switzerland, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/250764.png, 13311
Frazer Blake-Tracy, LB/CB, Swindon Town, England, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/250758.png, 13312
Peter Bjur, LWB, AGF, Denmark, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/248824.png, 13313
Simon Straudi, RB/RM/CM, Austria Klagenfurt, Italy, Value: 52, https://fifastatic.fifaindex.com/FIFA23/players/248823.png, 13314
Mawlanyaz Dilmurat, RB/RM, Henan SSLM FC, China PR, Value: 50, https://fifastatic.fifaindex.com/FIFA23/players/248752.png, 13315
Zach Duncan, CM, Perth Glory, Australia, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/248371.png, 13316
Oliver Petersen, GK, Molde FK, Norway, Value: 68, https://fifastatic.fifaindex.com/FIFA23/players/248329.png, 13317
Jostein Ekeland, LW/CAM/ST, Strømsgodset IF, Norway, Value: 46, https://fifastatic.fifaindex.com/FIFA23/players/248167.png, 13318
Laurențiu Popescu, GK, Univ. Craiova, Romania, Value: 50, https://fifastatic.fifaindex.com/FIFA23/players/248054.png, 13319
Lucian Dumitriu, CM/CAM, FC Petrolul, Romania, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/247985.png, 13320
Alin Dobrosavlevici, CB, FC Argeș, Romania, Value: 42, https://fifastatic.fifaindex.com/FIFA23/players/247946.png, 13321
Lewis Miller, RB, Hibernian, Australia, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/247913.png, 13322
